name,Gal11_ddmsn,Msn2_dgal11
FAT1,901.0693089264305,213.53753868386698
CST26,0.0,414.17345973515233
QDR3,6931.359610862092,1812.8840354340966
TCM62,309.1227044844244,570.0222611581905
GIP1,0.0,327.7300822116142
ZTA1,57.45775176290416,3192.282005615568
FMP23,57.45775176290416,3192.282005615568
RPS11B,263.45685041286174,379.14552652510315
REB1,1214.4106247602385,1656.3778724634678
REG2,280.00244971415253,9953.869724259524
YBR051W,0.0,0.0
RFS1,720.7524197823367,4505.317514328419
YBR053C,1408.9137520079848,3011.6833868119056
YRO2,2119.698545036053,5280.415503336557
PRP6,57.6721463590344,687.6912970499652
YBR056W,57.6721463590344,687.6912970499652
MUM2,57.45775176290416,152.81226340699345
UBP14,271.16026709160036,601.7167909003173
AKL1,1202.1438507727614,2403.015952928527
ORC2,66.24057953237666,299.53444174361454
TRM7,338.45551585885886,492.105833327435
YBR062C,102.69857291841342,880.4074251719618
YBR063C,0.0,143.32086377788207
YBR064W,0.0,0.0
ECM2,850.7964343608012,814.2343074814883
NRG2,6712.378725947501,16585.23946979927
TIP1,4191.018092367804,11632.542890223905
BAP2,17854.891203382933,17639.59709446446
TAT1,7703.917400822762,5702.971005771414
ALG14,1137.0998666320788,3015.5695820070446
YBR071W,1137.0998666320788,3015.5695820070446
HSP26,1762.965424012733,8908.788305420314
RDH54,2293.288268693332,347.50998289409927
PFF1,1052.3442908772963,158.03249067726534
[],0.0,0.0
ECM8,0.0,0.0
SLM4,2796.340254382128,4267.592307276394
ECM33,2796.340254382128,4267.592307276394
RPG1,0.0,261.6595490903883
SEC18,362.8200756859442,378.3024378841484
SPT7,428.4544612857564,768.1196521147803
UBC4,4632.621955916982,4751.587824754282
TEC1,5939.571964736439,2252.7858450915965
MIS1,0.0,199.9020816753367
AAC3,842.1612141402587,3854.4596755236666
IST2,822.5333220253993,1097.1290998628538
RFC5,822.5333220253993,1097.1290998628538
POL30,146.50365141441915,445.17088849923823
YBR089W,0.0,0.0
YBR090C,0.0,0.0
TIM12,0.0,398.1864322205413
PHO3,916.8893777080384,2413.310498790554
PHO5,0.0,282.6261828006795
PBY1,0.0,586.9186687390095
RXT2,326.07880219875994,740.8985062799553
YBR096W,326.07880219875994,740.8985062799553
VPS15,2343.1103351564802,207.56879498543222
MMS4,76.13859716365133,232.62233588880588
YBR099C,10304.090149480813,373.6558487076441
[],0.0,0.0
FES1,5176.696008112369,1071.465300095215
EXO84,198.15557979770796,505.9133229248867
SIF2,198.15557979770796,505.9133229248867
YMC2,0.0,220.53304855401333
VID24,2467.2122120409244,5352.667522314257
SND3,2467.2122120409244,5352.667522314257
IML3,0.0,1166.6839927915153
AIM3,0.0,1166.6839927915153
CMD1,2238.815148483949,498.3767174758266
ALG1,2238.815148483949,498.3767174758266
YSA1,349.68631729007285,5066.186191819459
CYC8,1744.3352610192517,6588.220453496573
YBR113W,0.0,0.0
RAD16,176.64154541967108,2981.9074194222912
LYS2,1497.2345247178205,1377.8787572121385
YBR116C,0.0,0.0
TKL2,0.0,0.0
TEF2,2561.3024085852308,1704.8042185669515
MUD1,101.0204916615766,2774.7237579694224
CBP6,140.5103202201929,585.9107206885078
GRS1,2264.2756860779186,303.68224218045884
MRPL36,386.4033806055305,680.2541513808543
TFC1,2883.8281048079757,363.66544344393793
YBR124W,0.0,0.0
PTC4,0.0,2123.44659425802
TPS1,1532.0950368032695,45406.82725308336
VMA2,444.7808697617617,3165.4613925839453
ATG14,0.0,338.51122761214475
OPY1,1449.0126772707392,999.1813928666212
SHE3,303.0614749847298,1003.2248970014917
CCZ1,303.0614749847298,1003.2248970014917
AGP2,336.0029396569831,5722.2487380084185
HSL7,359.44500521444695,335.08590828283616
YBR134W,0.0,0.0
CKS1,359.44500521444695,335.08590828283616
MEC1,0.0,679.8909430435951
YBR137W,0.0,153.66430883644784
YBR138C,2142.272306428782,5289.7103506749
ATG42,2142.272306428782,5289.7103506749
IRA1,184.0016098121574,1150.011924367243
BMT2,1659.8645164434247,482.27828910757233
MAK5,1659.8645164434247,482.27828910757233
SUP45,0.0,227.46850906544856
YBR144C,0.0,0.0
ADH5,2958.7458857794904,2029.7408118380679
MRPS9,221.59333654797447,801.0276851992523
RTC2,372.4369933547282,3507.4115169838838
YSW1,68.23900761245572,275.73095698876205
ARA1,49.698184000711315,3283.176560086241
TBS1,78.657176713594,1790.6913919865797
APD1,78.657176713594,1790.6913919865797
SPP381,77.2806761211061,104.24429913513566
RIB7,0.0,67.17151822790724
RPB5,97.5150487332569,136.34079250583005
CNS1,97.5150487332569,136.34079250583005
SLI15,188.48945395391732,182.99958290088685
ICS2,5873.331385204063,3871.401935812069
AMN1,7551.426066690938,2615.174657464083
IFA38,220.01615977539103,525.0703971056563
CDC28,0.0,110.39550857870569
CSH1,455.93319245490324,4018.107684957647
TOS1,2154.4915767096245,660.6727075982661
EXO5,572.449452748934,795.6152921405585
ARL1,503.2230073002258,542.7444201999136
UBS1,503.2230073002258,542.7444201999136
TYR1,2815.8415903950954,142.05570977552102
POP7,210.287554071037,300.30177361322507
PEX32,210.287554071037,300.30177361322507
SSE2,4694.230080893246,3614.261493175951
NPL4,0.0,1198.2802467446575
SEC66,0.0,1198.2802467446575
SMY2,0.0,416.8010022184468
UMP1,155.33804245448462,610.4873036526923
YBR174C,0.0,156.11684007973446
SWD3,155.33804245448462,610.4873036526923
ECM31,180.77351139440023,484.68905503270526
EHT1,925.1911929991575,9062.56277772271
YBR178W,0.0,0.0
FZO1,825.8979384800164,806.4955228395369
DTR1,0.0,0.0
RPS6B,616.3489506591284,699.1572274757483
SMP1,172.6942483153209,424.76578232295407
YPC1,1050.4169569859082,14951.585144202856
YBR184W,76.13859716365133,243.27116294794155
MBA1,88.32077270983554,220.27941466079164
PCH2,0.0,0.0
GDT1,737.577165770181,483.9568559596239
NTC20,206.08180298961625,183.1000768640264
RPS9B,206.08180298961625,183.1000768640264
YBR190W,0.0,0.0
RPL21A,320.5716935394031,634.0034683174425
RIM2,0.0,163.16369883884454
MED8,0.0,692.5123636052613
AIM4,0.0,692.5123636052613
MSI1,214.66854478085028,170.45956815424293
PGI1,3886.1139992327635,1119.7236077464763
YBR197C,0.0,258.1612459537256
TAF5,5961.918168769291,562.1662123986761
KTR4,5961.918168769291,562.1662123986761
BEM1,1668.6468683822789,305.1650501262466
DER1,1736.1396405211547,279.95776675290773
MCM7,2031.3777723262174,7564.413130489425
COS111,917.177255063677,17479.00359151199
LDH1,103.04090149480812,866.9686789745422
KTR3,103.04090149480812,866.9686789745422
YBR206W,103.04090149480812,866.9686789745422
FTH1,171.73483582468023,467.8570178193576
"DUR1,2",1015.6888861631087,1424.013011908727
YBR209W,0.0,0.0
ERV15,264.9623181295066,215.46780146545268
AME1,258.68008743466476,3945.358728105676
NGR1,258.68008743466476,3945.358728105676
MET8,164.4269704704385,897.0490439580108
SDS24,154.5613522422122,3652.4765035387927
HPC2,2324.9466891475154,160.22995564594
YBP1,0.0,217.7684289519283
ATG12,0.0,217.7684289519283
PYC2,2183.2657379505313,6904.443239364899
YBR219C,0.0,0.0
YBR220C,263.45685041286174,255.90488547170807
PDB1,204.71702283736715,1524.1618682061032
PCS60,0.0,141.57939551541733
TDP1,494.695040818133,610.1409031623508
YBR224W,0.0,0.0
YBR225W,0.0,0.0
YBR226C,0.0,0.0
MCX1,0.0,230.05435378679724
SLX1,0.0,230.05435378679724
ROT2,672.0058793139661,626.9094245282798
OM14,0.0,12638.860127145652
SWC5,765.1552091198624,427.046931679107
YBR232C,0.0,0.0
PBP2,765.1552091198624,427.046931679107
ARC40,84.9238199133034,1101.1795516567943
VHC1,84.9238199133034,1101.1795516567943
ABD1,0.0,325.65127998761125
PRP5,0.0,325.65127998761125
YBR238C,1346.891783824992,1141.366859668364
ERT1,50.182257221497466,177.19759272783975
THI2,249.2925036164713,690.8842427614705
YBR241C,253.37926597083967,1062.7092822435068
YBR242W,253.37926597083967,1062.7092822435068
ALG7,47.63061702379421,402.9044200218892
GPX2,47.63061702379421,402.9044200218892
ISW1,0.0,177.61900807719326
RRT2,0.0,177.61900807719326
ENP1,0.0,537.4405499455802
HIS7,913.0206461565275,96.5943047272317
ARO4,2719.345067956486,114.6849345413954
SPO23,2719.345067956486,114.6849345413954
MRPS5,1033.550467991184,318.8961506037845
DUT1,0.0,154.57781654581348
SRB6,0.0,607.7465928781849
TRS20,0.0,349.9126091879845
MTC4,0.0,349.9126091879845
RIB5,967.3098884588072,243.23380408101556
POP4,967.3098884588072,246.32569721271383
SHG1,105.86393989192617,129.58888790543753
YBR259W,105.86393989192617,129.58888790543753
RGD1,0.0,142.93939146712407
TAE1,6120.778018367949,167.7816279856377
MIC12,0.0,559.6498137801085
SHM1,0.0,559.6498137801085
YPT10,101.68510015935013,628.5807464972085
TSC10,101.68510015935013,628.5807464972085
SLM6,0.0,0.0
REI1,0.0,118.53389890908315
MRPL37,222.39043488088086,403.82168204728185
SDH8,0.0,2329.983593871319
BIT2,0.0,263.8637583790762
EFM2,0.0,263.8637583790762
HSM3,0.0,291.68127185717947
UBX7,0.0,766.8980631744759
CHK1,0.0,766.8980631744759
RIF1,0.0,170.70209940712277
PPS1,0.0,297.36154747222463
YBR277C,0.0,0.0
DPB3,0.0,297.36154747222463
PAF1,0.0,441.2121836568559
SAF1,0.0,1691.4792190895646
DUG2,222.7911383671527,180.9300777519872
MRPL27,222.7911383671527,180.9300777519872
SSH1,649.8074869041955,1568.3093582083577
YBR284W,649.8074869041955,1568.3093582083577
YBR285W,516.775233995592,2015.367659330242
APE3,0.0,1690.1508767661564
YBR287W,301.0935433289848,1898.462464484235
APM3,2040.2593394559829,240.28888147731777
SNF5,2040.2593394559829,240.28888147731777
BSD2,0.0,913.9850922411206
CTP1,560.9356203505097,271.68435234256754
YBR292C,0.0,0.0
VBA2,1528.2455088093172,409.93452750803
SUL1,0.0,0.0
PCA1,132.4811590647533,454.76511127538
PHO89,794.8869543885198,2655.0704296459808
MAL33,507.84444308155435,1583.7108294163274
MAL31,472.61484764067416,1493.1620400867912
MAL32,0.0,0.0
YBR300C,0.0,0.0
PAU24,0.0,0.0
COS2,0.0,0.0
RER1,1479.8427342339462,1064.7970675604536
YCL002C,1479.8427342339462,1064.7970675604536
PGS1,0.0,455.91534235652443
LDB16,269.97616112176803,355.72633413496425
YCL007C,0.0,0.0
STP22,564.0925264314313,664.7922564534157
ILV6,132.4811590647533,314.80268261537475
SGF29,918.1862509438346,1570.4751128517103
GBP2,44.16038635491777,695.220318150871
BUD3,79.05951521340778,195.61435264527265
DCC1,79.05951521340778,195.61435264527265
NFS1,0.0,993.650104958228
LEU2,574.085022613931,350.16701370936846
YCL019W,0.0,0.0
YCL020W,0.0,0.0
YCL022C,0.0,0.0
YCL023C,0.0,0.0
KCC4,1214.4106247602388,5652.802876636621
AGP1,6116.21351015611,11834.135896342279
FUS1,0.0,0.0
RNQ1,0.0,325.11695601087195
BIK1,0.0,325.11695601087195
HIS4,8187.533057487861,4988.690760064055
RRP7,68.38997886823549,758.232985195784
STE50,0.0,1565.747077179512
MXR2,0.0,1565.747077179512
LSB5,2010.3993569929953,9263.649102435813
GRX1,2010.3993569929953,9263.649102435813
GFD2,0.0,1024.3449104213396
SRO9,0.0,1024.3449104213396
ATG22,215.6670031286682,1245.7357096157914
GID7,433.3495857258286,5594.1489627332485
GLK1,5637.382654244936,20012.36044584162
YCL041C,0.0,0.0
YCL042W,1015.3665475765764,3847.0742041288763
PDI1,1015.3665475765764,3847.0742041288763
MGR1,3532.830908393422,1555.99401100837
EMC1,331.20289766188324,1095.7215410380152
YCL046W,0.0,0.0
POF1,135.58013354580018,1719.7239448835317
SPS22,0.0,0.0
YCL049C,663.898439958933,3348.622185670645
APA1,463.68405672663664,375.9840871206011
LRE1,2012.873308053889,1885.733882688872
PBN1,2012.873308053889,1885.733882688872
SPB1,923.1495021038895,264.33081765149126
KAR4,177.99771851310427,404.2631627952413
PEX34,177.99771851310427,404.2631627952413
PRD1,37.97576222167376,1070.3973809203262
FYV5,0.0,0.0
KRR1,97.82364065962797,173.03305129372916
MRC1,0.0,139.36550481299327
VAC17,616.4840260373136,573.458880619003
CHA1,616.4840260373136,573.458880619003
YCL065W,0.0,0.0
HMLALPHA1,0.0,0.0
HMLALPHA2,0.0,0.0
YCL068C,0.0,0.0
VBA3,0.0,0.0
[],0.0,0.0
YCL074W,0.0,0.0
YCL075W,0.0,0.0
YCL076W,0.0,0.0
YCR001W,0.0,0.0
CDC10,634.0978553526653,507.62768874454264
MRPL32,634.0978553526653,507.62768874454264
YCP4,3124.1124389383317,6120.853148884452
CIT2,23899.699808924546,14631.046575679897
YCR006C,0.0,0.0
YCR007C,313.462960865641,2657.8252848758143
SAT4,313.462960865641,2657.8252848758143
RVS161,592.0696960891192,2215.016041583474
ADY2,394.47212869242094,4637.80768163291
ADP1,18600.453446334417,5696.308041275908
PGK1,18600.453446334417,5695.184395279755
YCR013C,0.0,0.0
POL4,0.0,143.5980419923717
CTO1,287.0425113069655,192.43305854429354
YCR016W,176.64154541967105,274.97493683009463
CWH43,154.5613522422122,987.5693987743776
SRD1,0.0,0.0
MAK32,428.4544612857564,321.45673852226633
PET18,0.0,0.0
HSP30,264.9623181295066,17029.244326985896
YCR022C,57.6721463590344,1276.2647614142331
YCR023C,0.0,1269.7281577484632
SLM5,552.0048294364722,417.59104765120344
YCR025C,0.0,300.9944348817051
NPP1,238.5206053120559,277.83038776857444
RHB1,2799.9659221878946,1244.5049640962852
FEN2,930.2303607170178,623.9102547686508
SYP1,220.8019317745889,954.9568803855966
RPS14A,132.4811590647533,940.6403786544736
BPH1,132.4811590647533,437.22652719554884
SNT1,266.48509007277966,1410.8935086652418
ELO2,66.62127251819491,137.75673680515914
RRP43,309.1227044844244,780.556117685474
RBK1,309.1227044844244,780.556117685474
PHO87,44.16038635491777,218.19282967035383
BUD5,0.0,0.0
MATALPHA2,0.0,0.0
MATALPHA1,0.0,0.0
YCR041W,0.0,0.0
TAF2,908.8513752205025,210.13031514602045
YCR043C,0.0,132.70640719726615
PER1,87.32279787695605,555.2455198188419
RRT12,0.0,0.0
IMG1,351.27580055048224,1720.087056489815
BUD23,0.0,1392.9191519553349
ARE1,0.0,1392.9191519553349
YCR049C,0.0,0.0
YCR050C,0.0,0.0
YCR051W,0.0,925.176924956964
RSC6,0.0,287.8065373298827
THR4,1757.9782314979434,227.64041592096572
CTR86,0.0,184.59840056830552
PWP2,88.32077270983554,2192.506995519402
YIH1,4443.231450370807,1096.5512350786569
TAH1,4443.231450370807,1096.5512350786569
YCR061W,2036.089951890871,5113.902447177993
BUD31,301.5831263262677,285.41277827665374
YCR064C,768.0067192159613,2296.194478969316
HCM1,768.0067192159613,2296.194478969316
RAD18,133.24254503638983,514.2634727708933
SED4,1404.8824579358322,1671.6545628033498
ATG15,1404.8824579358322,1671.6545628033498
CPR4,1386.8335588305258,986.6600287807172
IMG2,0.0,947.1134029063268
RSA4,0.0,122.6973528371141
SSK22,0.0,2533.5162260348266
ERS1,0.0,570.0822266878798
FUB1,0.0,714.9165075107028
PAT1,0.0,2019.2456433080122
PTC6,0.0,2019.2456433080122
SRB8,0.0,38.58638640173748
AHC2,0.0,41.80191860188227
TRX3,0.0,973.8381472084039
TUP1,92.96923443140584,273.39118852266324
YCR085W,0.0,0.0
CSM1,92.96923443140584,273.39118852266324
YCR087W,0.0,0.0
ABP1,29.552839816866577,326.45728901454333
FIG2,181.8368849908379,893.3731292415703
YCR090C,856.9089225715128,66.27952912642724
KIN82,0.0,1428.544277230363
MSH3,3255.51524351471,2446.474071377645
CDC39,3255.51524351471,2446.474071377645
CDC50,0.0,328.13602005719656
OCA4,424.6190995665171,523.4688580647459
HMRA2,0.0,0.0
[],0.0,0.0
GIT1,1519.3147178952795,543.421622177289
YCR099C,0.0,0.0
EMA35,878.9891157489717,190.49906247815892
YCR101C,0.0,0.0
YCR102C,0.0,1126.106736874171
PAU3,0.0,0.0
ADH7,0.0,0.0
RDS1,0.0,0.0
AAD3,1033.550467991184,401.6136690296517
RMD1,359.445005214447,1645.1546452360312
NHP10,359.445005214447,1645.1546452360312
MCD1,0.0,394.38659027103625
ATP16,265.2378899632347,1023.5310169545074
MED2,265.2378899632347,1023.5310169545074
PTC1,518.6622558463496,1304.50487499516
RPT2,220.80193177458884,163.9980949294066
APC11,185.10341585893676,743.2466144777582
YDL009C,0.0,0.0
GRX6,4349.7980559594,1501.0536950517126
YDL011C,0.0,0.0
YDL012C,3974.4347719425996,1466.0718135311809
SLX5,1617.752534711354,915.638127247661
NOP1,128.26668235868232,1205.344280038213
TSC13,128.26668235868232,1205.344280038213
YDL016C,0.0,0.0
CDC7,100.36451444299493,549.4208177280428
ERP3,100.36451444299493,549.4208177280428
OSH2,154.5613522422122,9196.449331560148
RPN4,2658.061471681356,2382.288077212852
GPM2,1170.250238405321,5886.070116358127
GPD1,4124.777512835428,5461.4983246237025
YDL023C,0.0,0.0
DIA3,110.40096588729442,811.3868380273416
RTK1,485.76424990409544,2849.7624557784306
YDL026W,0.0,0.0
MRX9,396.3111595954158,1868.7337571753305
MPS1,130.98419681543407,474.3728305462541
ARP2,463.68405672663664,2038.3382849056
PRP9,80.9221739488022,198.52128360442327
DBP10,0.0,261.6454666144485
YDL032W,0.0,0.0
SLM3,0.0,261.6454666144485
YDL034W,0.0,0.0
GPR1,237.78669575724953,1418.4231796960134
PUS9,0.0,112.44588701447742
BSC1,0.0,0.0
[],0.0,0.0
PRM7,0.0,0.0
NAT1,901.0693089264305,544.9046665311425
YDL041W,0.0,77.99372530056124
SIR2,1216.2882108399701,159.3692424585555
PRP11,2399.3449832002357,101.79135284804954
MTF2,271.16026709160036,121.46929781853824
FAD1,1806.7356801206595,362.4273924130789
NPC2,1552.5436214459846,2821.0647738449
SIT4,17465.43280336998,26694.97679626512
STP4,14837.88981525237,14961.090838876386
KNH1,5327.230533232352,3793.517745209874
YDL050C,0.0,0.0
LHP1,199.43400289317702,893.1481114104886
SLC1,199.43400289317702,893.1481114104886
PBP4,568.9374929161186,453.5596557830866
MCH1,1232.0107787422712,2457.4885280254125
